epoch,train_loss,val_loss,val_accuracy
1,4.788975616031223,4.787782126459582,1.0
2,4.788744557698568,4.788283857805975,1.0
3,4.788496765560574,4.789092573626288,1.0
4,4.788277420467801,4.789284919870311,0.6666666666666666
5,4.788069061703152,4.789784365686877,1.0
6,4.787808250851102,4.791491278286638,0.7222222222222222
7,4.787689940134684,4.791662808122306,0.7222222222222222
8,4.787686087290446,4.798882977715854,0.7222222222222222
9,4.787500491672092,4.791673824704927,0.7222222222222222
10,4.787372673882379,4.792960134045831,0.7222222222222222
11,4.786738982730442,4.792826027705751,0.6111111111111112
12,4.7300850168863935,4.511625257031671,1.7777777777777777
13,4.075531087451511,3.6925916260686416,7.666666666666667
14,3.193443135155572,2.8283435311810723,17.38888888888889
15,2.506691855324639,2.3527737814804603,26.944444444444443
16,2.12688768280877,2.0560767280644385,32.166666666666664
17,1.8255129803551569,1.8599658752309864,37.44444444444444
18,1.6240791326098971,1.6828291786128078,42.888888888888886
19,1.4343762169943914,1.6022983871657273,46.22222222222222
20,1.3066786938243442,1.4513845217639003,48.5
21,1.1825534269544813,1.39244190577803,51.0
22,1.0958486541112265,1.2596791818224151,55.22222222222222
23,0.9923348911603291,1.2080471638975472,57.833333333333336
24,0.9196613322363959,1.151338009998716,57.833333333333336
25,0.8540388684802586,1.1270061484698592,59.111111111111114
26,0.8039524518118965,1.1051763789407139,60.833333333333336
27,0.7139914998743269,1.0280889190476517,63.333333333333336
28,0.6834787857532502,0.9967993662275118,65.0
29,0.6350452493296729,1.0186885687811622,64.22222222222223
30,0.5889842184384664,0.9233533955853561,68.72222222222223
31,0.5963741107781728,0.8665468610566238,69.61111111111111
32,0.5169349507490794,0.8903513622695002,68.77777777777777
33,0.4961952274375492,0.9296051849578989,69.66666666666667
34,0.4565196137295829,0.8178846712770134,72.05555555555556
35,0.4423035594489839,0.8509270178860632,69.66666666666667
36,0.40188866641786364,0.8968580591267553,70.22222222222223
37,0.38466880599657693,0.8723771161046522,71.44444444444444
38,0.359895267619027,1.0249047032718002,67.0
39,0.36569339513778687,0.8635167859751602,71.66666666666667
40,0.33555215140183764,0.8117955676440535,73.0
41,0.3056317941347758,0.8677935810952351,72.66666666666667
42,0.31090723829136957,0.8287752342635187,73.77777777777777
43,0.28059808042314316,0.7505031520950383,76.0
44,0.2762989777988858,0.7346202114532734,75.94444444444444
45,0.2609538725349638,0.8141029877909298,74.33333333333333
46,0.2562584940592448,0.7287931267557473,76.77777777777777
47,0.23382672389348347,0.7353274131129528,76.55555555555556
48,0.22178499238358604,0.6838569836369877,77.72222222222223
49,0.23887159741587108,0.8084850331832623,75.94444444444444
50,0.19017974485953648,0.8513102819179666,74.33333333333333
