num_classes,train_acc,test_acc,common_sense_error
24,97.375,83.94444444444444,18.013333333333332
72,13.652777777777779,11.722222222222221,139.35666666666665
120,68.23611111111111,49.55555555555556,81.22777777777777
360,0.6805555555555556,0.3333333333333333,178.39444444444445
720,0.1736111111111111,0.0,178.02777777777777
