num_classes,train_acc,test_acc,common_sense_error
24,96.5625,83.55555555555556,20.536666666666665
72,93.73611111111111,77.05555555555556,26.72222222222222
120,86.95833333333333,65.61111111111111,39.88777777777778
360,52.520833333333336,34.72222222222222,84.10222222222222
720,1.4236111111111112,0.3888888888888889,143.39222222222222
