epoch,train_loss,val_loss,val_accuracy
1,3.179021822611491,3.1777846895415207,3.7777777777777777
2,3.178617940478855,3.177907187363197,3.7777777777777777
3,3.17851352903578,3.1780486024659256,3.7777777777777777
4,3.178466583887736,3.1779171516155373,3.7777777777777777
5,3.1782992786831326,3.177973582826812,3.7777777777777777
6,3.1783247555626764,3.1781705905651223,3.9444444444444446
7,3.1782993920644125,3.178134564695687,3.7222222222222223
8,3.1783051575554744,3.1779389792475206,3.7777777777777777
9,3.1782966009775797,3.1783195857344,3.7222222222222223
10,3.1782489670647514,3.1782328424782587,3.7222222222222223
11,3.1776600138346356,3.176560582785771,4.333333333333333
12,2.8441187169816757,2.350778111096086,17.88888888888889
13,2.117889207734002,2.030949522709024,23.0
14,1.8663229603237577,1.9297625155284488,30.27777777777778
15,1.7308910571204292,1.7866472211377373,31.833333333333332
16,1.587047101656596,1.5930737092577179,39.888888888888886
17,1.4568149508370294,1.5228589444324887,40.611111111111114
18,1.3407123210695056,1.449276093778939,44.5
19,1.233151870303684,1.33655151827582,49.27777777777778
20,1.1297991927464803,1.2280861550364002,52.111111111111114
21,1.0436950259738498,1.2727833986282349,52.55555555555556
22,0.9652779698371887,1.1185433823486854,57.27777777777778
23,0.8762901698218452,1.0250379011548798,62.05555555555556
24,0.8034495313962301,1.0065153960523934,62.611111111111114
25,0.7570047465960185,1.0029578291136643,62.72222222222222
26,0.6974233033921984,0.9567042342547712,65.77777777777777
27,0.6550258893436856,0.9620777142458948,63.333333333333336
28,0.6083952448103163,0.9202686137166517,64.5
29,0.5792784860399034,0.8377681621189775,69.38888888888889
30,0.5356309076150259,0.839121635617881,70.61111111111111
31,0.5123259850343068,0.7455437327253407,72.88888888888889
32,0.46504976352055866,0.7888505027211946,72.16666666666667
33,0.43541699356502955,0.7357912022491981,73.55555555555556
34,0.42116018493970236,0.8031045116227249,71.05555555555556
35,0.3922726465596093,0.7329710475329695,74.33333333333333
36,0.37504953490363224,0.7412428927832636,74.55555555555556
37,0.333274587392807,0.7506418813919199,76.16666666666667
38,0.3285014633337657,0.7622171784269398,73.77777777777777
39,0.3183327845732371,0.7384111161889702,74.88888888888889
40,0.27872913241386416,0.7357558834141699,74.94444444444444
