epoch,train_loss,val_loss,val_accuracy
1,5.88768951204088,5.888323701661209,0.2222222222222222
2,5.8874882358974885,5.8886986107661805,0.3333333333333333
3,5.887340369754368,5.8890835992221175,0.3333333333333333
4,5.887213251325819,5.889530214770087,0.16666666666666666
5,5.887039597829183,5.889461056939487,0.16666666666666666
6,5.88681763543023,5.892251869727826,0.2222222222222222
7,5.886692231496175,5.891355300771779,0.2222222222222222
8,5.886467452579074,5.891257187415814,0.2222222222222222
9,5.886135361989339,5.898603324232431,0.2222222222222222
10,5.886108411153158,5.893643790277942,0.2222222222222222
11,5.885929058922661,5.895849162134631,0.2222222222222222
12,5.885687984890408,5.8964885514358,0.2222222222222222
13,5.885542880164253,5.897966631527605,0.2222222222222222
14,5.885671746995714,5.899119475792194,0.2222222222222222
15,5.885332245296902,5.89887104363277,0.0
16,5.885161228179932,5.898880350178685,0.0
17,5.885086553361681,5.900280738699025,0.0
18,5.885006190405951,5.899988141553155,0.0
19,5.8847493150499135,5.904816183550604,0.0
20,5.884924505021837,5.901780375118913,0.0
21,5.884922307332356,5.900884891378468,0.0
22,5.88471987830268,5.902083446239603,0.0
23,5.884664393530952,5.904062665742019,0.0
24,5.884621387057834,5.900438538913069,0.0
25,5.8845474582248265,5.904663792971907,0.0
26,5.88449538760715,5.9057297706604,0.0
27,5.884535721672906,5.904821626071272,0.0
28,5.884455191294352,5.9035670839507,0.0
29,5.8844126976860895,5.904270287217765,0.0
30,5.884407564798991,5.9045060092005235,0.0
31,5.88438940472073,5.903947928856159,0.0
32,5.8843355157640245,5.90384290958273,0.0
33,5.884286852942573,5.901109646106589,0.0
34,5.884412960476346,5.903446246837747,0.0
35,5.884317586686876,5.905033917262636,0.0
36,5.884251723819308,5.906767072348759,0.0
37,5.884283129374186,5.90362992779962,0.0
38,5.884200638665093,5.897957472965635,0.0
39,5.88437190161811,5.904664861744847,0.0
40,5.884225785997179,5.904289327818772,0.0
41,5.884208647410075,5.904713712889572,0.0
42,5.884122257232666,5.906503266301648,0.0
43,5.884111275143094,5.908756601399388,0.0
44,5.884042460123698,5.898196138184646,0.0
45,5.883992097642687,5.913795652060673,0.0
46,5.88372252146403,5.909923882320009,0.0
47,5.883436811235216,5.909687124449631,0.0
48,5.8829602962070044,5.905113072230898,0.0
49,5.882432441711426,5.908090196806809,0.0
50,5.880676330990261,5.917151253798912,0.2222222222222222
